zipcode,statecode,county,city_town,climate Zone
57467,SD,HAND,ORIENT,6A
57468,SD,DAY,PIERPONT,6A
57469,SD,SPINK,REDFIELD,6A
57471,SD,EDMUNDS,ROSCOE,6A
57472,SD,WALWORTH,SELBY,6A
57473,SD,FAULK,SENECA,6A
57474,SD,BROWN,STRATFORD,6A
57475,SD,POTTER,TOLSTOY,6A
57476,SD,SPINK,TULARE,6A
57477,SD,SPINK,TURTON,6A
57479,SD,BROWN,WARNER,6A
57481,SD,BROWN,WESTPORT,6A
57501,SD,HUGHES,PIERRE,6A
57520,SD,SULLY,AGAR,6A
57521,SD,JACKSON,BELVIDERE,5A
57522,SD,HUGHES,BLUNT,6A
57523,SD,GREGORY,BURKE,5A
57528,SD,TRIPP,COLOME,5A
57529,SD,GREGORY,DALLAS,5A
57531,SD,JONES,DRAPER,6A
57532,SD,STANLEY,FORT PIERRE,6A
57533,SD,GREGORY,GREGORY,5A
57536,SD,HUGHES,HARROLD,6A
57537,SD,STANLEY,HAYES,6A
57538,SD,GREGORY,HERRICK,5A
57540,SD,HYDE,HOLABIRD,6A
57543,SD,JACKSON,KADOKA,5A
57544,SD,LYMAN,KENNEBEC,6A
57547,SD,JACKSON,LONG VALLEY,5A
57548,SD,LYMAN,LOWER BRULE,6A
57551,SD,BENNETT,MARTIN,5A
57552,SD,HAAKON,MIDLAND,6A
57553,SD,HAAKON,MILESVILLE,6A
57555,SD,TODD,MISSION,5A
57559,SD,JONES,MURDO,6A
57560,SD,MELLETTE,NORRIS,5A
57562,SD,JONES,OKATON,6A
57564,SD,SULLY,ONIDA,6A
57567,SD,HAAKON,PHILIP,6A
57568,SD,LYMAN,PRESHO,6A
57569,SD,LYMAN,RELIANCE,6A
57570,SD,TODD,ROSEBUD,5A
57572,SD,TODD,SAINT FRANCIS,5A
57574,SD,BENNETT,TUTHILL,5A
57576,SD,LYMAN,VIVIAN,6A
57577,SD,JACKSON,WANBLEE,5A
57579,SD,MELLETTE,WHITE RIVER,5A
57580,SD,TRIPP,WINNER,5A
57584,SD,TRIPP,WITTEN,5A
57585,SD,MELLETTE,WOOD,5A
57601,SD,WALWORTH,MOBRIDGE,6A
57620,SD,PERKINS,BISON,6A
57621,SD,CORSON,BULLHEAD,6A
57623,SD,ZIEBACH,DUPREE,6A
57625,SD,DEWEY,EAGLE BUTTE,6A
57626,SD,MEADE,FAITH,6A
57630,SD,DEWEY,GLENCROSS,6A
57631,SD,WALWORTH,GLENHAM,6A
57632,SD,CAMPBELL,HERREID,6A
57633,SD,DEWEY,ISABEL,6A
57638,SD,PERKINS,LEMMON,6A
57639,SD,CORSON,LITTLE EAGLE,6A
57640,SD,PERKINS,LODGEPOLE,6A
57641,SD,CORSON,MC INTOSH,6A
57642,SD,CORSON,MC LAUGHLIN,6A
57644,SD,PERKINS,MEADOW,6A
57645,SD,CORSON,MORRISTOWN,6A
57646,SD,CAMPBELL,MOUND CITY,6A
57648,SD,CAMPBELL,POLLOCK,6A
57649,SD,PERKINS,PRAIRIE CITY,6A
57651,SD,HARDING,REVA,6A
57656,SD,DEWEY,TIMBER LAKE,6A
57657,SD,CORSON,TRAIL CITY,6A
57660,SD,CORSON,WATAUGA,6A
57701,SD,PENNINGTON,RAPID CITY,6A
57702,SD,PENNINGTON,RAPID CITY,6A
57703,SD,PENNINGTON,RAPID CITY,6A
57706,SD,MEADE,ELLSWORTH AFB,6A
57709,SD,PENNINGTON,RAPID CITY,6A
57714,SD,BENNETT,ALLEN,5A
57716,SD,SHANNON,BATESLAND,6A
57717,SD,BUTTE,BELLE FOURCHE,6A
57718,SD,MEADE,BLACK HAWK,6A
57719,SD,PENNINGTON,BOX ELDER,6A
57720,SD,HARDING,BUFFALO,6A
57722,SD,CUSTER,BUFFALO GAP,6A
57724,SD,HARDING,CAMP CROOK,6A
57725,SD,PENNINGTON,CAPUTA,6A
57730,SD,CUSTER,CUSTER,6A
57732,SD,LAWRENCE,DEADWOOD,6A
57735,SD,FALL RIVER,EDGEMONT,6A
57737,SD,MEADE,ENNING,6A
57738,SD,CUSTER,FAIRBURN,6A
57741,SD,MEADE,FORT MEADE,6A
57744,SD,CUSTER,HERMOSA,6A
57745,SD,PENNINGTON,HILL CITY,6A
57747,SD,FALL RIVER,HOT SPRINGS,6A
57748,SD,MEADE,HOWES,6A
57750,SD,JACKSON,INTERIOR,5A
57751,SD,PENNINGTON,KEYSTONE,6A
57752,SD,SHANNON,KYLE,6A
57754,SD,LAWRENCE,LEAD,6A
57755,SD,HARDING,LUDLOW,6A
57756,SD,SHANNON,MANDERSON,6A
57758,SD,MEADE,MUD BUTTE,6A
57759,SD,LAWRENCE,NEMO,6A
57760,SD,BUTTE,NEWELL,6A
57761,SD,PENNINGTON,NEW UNDERWOOD,6A
57762,SD,BUTTE,NISLAND,6A
57763,SD,FALL RIVER,OELRICHS,6A
57764,SD,SHANNON,OGLALA,6A
57766,SD,FALL RIVER,ORAL,6A
57767,SD,PENNINGTON,OWANKA,6A
57769,SD,MEADE,PIEDMONT,6A
57770,SD,SHANNON,PINE RIDGE,6A
57772,SD,SHANNON,PORCUPINE,6A
57773,SD,CUSTER,PRINGLE,6A
57775,SD,PENNINGTON,QUINN,6A
57779,SD,LAWRENCE,SAINT ONGE,6A
57780,SD,PENNINGTON,SCENIC,6A
57783,SD,LAWRENCE,SPEARFISH,6A
57785,SD,MEADE,STURGIS,6A
57787,SD,MEADE,UNION CENTER,6A
57788,SD,BUTTE,VALE,6A
57790,SD,PENNINGTON,WALL,6A
57791,SD,PENNINGTON,WASTA,6A
57792,SD,MEADE,WHITE OWL,6A
57793,SD,LAWRENCE,WHITEWOOD,6A
57799,SD,LAWRENCE,SPEARFISH,6A
58001,ND,RICHLAND,ABERCROMBIE,6A
58004,ND,CASS,AMENIA,7
58005,ND,CASS,ARGUSVILLE,7
58006,ND,CASS,ARTHUR,7
58007,ND,CASS,AYR,7
58008,ND,RICHLAND,BARNEY,6A
58009,ND,TRAILL,BLANCHARD,7
58011,ND,CASS,BUFFALO,7
58012,ND,CASS,CASSELTON,7
58013,ND,SARGENT,CAYUGA,6A
58015,ND,RICHLAND,CHRISTINE,6A
58016,ND,TRAILL,CLIFFORD,7
58017,ND,SARGENT,COGSWELL,6A
58018,ND,RICHLAND,COLFAX,6A
58021,ND,CASS,DAVENPORT,7
58027,ND,RANSOM,ENDERLIN,6A
58029,ND,CASS,ERIE,7
58030,ND,RICHLAND,FAIRMOUNT,6A
58031,ND,BARNES,FINGAL,7
58032,ND,SARGENT,FORMAN,6A
58033,ND,RANSOM,FORT RANSOM,6A
58035,ND,TRAILL,GALESBURG,7
58036,ND,CASS,GARDNER,7
58038,ND,CASS,GRANDIN,7
58040,ND,SARGENT,GWINNER,6A
58041,ND,RICHLAND,HANKINSON,6A
58042,ND,CASS,HARWOOD,7
58043,ND,SARGENT,HAVANA,6A
58045,ND,TRAILL,HILLSBORO,7
58046,ND,STEELE,HOPE,7
58047,ND,CASS,HORACE,7
58048,ND,CASS,HUNTER,7
58049,ND,BARNES,KATHRYN,7
58051,ND,CASS,KINDRED,7
58052,ND,CASS,LEONARD,7
58053,ND,RICHLAND,LIDGERWOOD,6A
58054,ND,RANSOM,LISBON,6A
58056,ND,STEELE,LUVERNE,7
58057,ND,RICHLAND,MCLEOD,6A
58058,ND,RICHLAND,MANTADOR,6A
58059,ND,CASS,MAPLETON,7
58060,ND,SARGENT,MILNOR,6A
58061,ND,RICHLAND,MOORETON,6A
58062,ND,BARNES,NOME,7
58063,ND,BARNES,ORISKA,7
58064,ND,CASS,PAGE,7
58065,ND,BARNES,PILLSBURY,7
58067,ND,SARGENT,RUTLAND,6A
58068,ND,RANSOM,SHELDON,6A
58069,ND,SARGENT,STIRUM,6A
58071,ND,CASS,TOWER CITY,7
58072,ND,BARNES,VALLEY CITY,7
58074,ND,RICHLAND,WAHPETON,6A
58075,ND,RICHLAND,WAHPETON,6A
58076,ND,RICHLAND,WAHPETON,6A
58077,ND,RICHLAND,WALCOTT,6A
58078,ND,CASS,WEST FARGO,7
58079,ND,CASS,WHEATLAND,7
58081,ND,RICHLAND,WYNDMERE,6A
58102,ND,CASS,FARGO,7
58103,ND,CASS,FARGO,7
58104,ND,CASS,FARGO,7
58105,ND,CASS,FARGO,7
58106,ND,CASS,FARGO,7
58107,ND,CASS,FARGO,7
58108,ND,CASS,FARGO,7
58121,ND,CASS,FARGO,7
58122,ND,CASS,FARGO,7
58124,ND,CASS,FARGO,7
58126,ND,CASS,FARGO,7
58201,ND,GRAND FORKS,GRAND FORKS,7
58202,ND,GRAND FORKS,GRAND FORKS,7
58203,ND,GRAND FORKS,GRAND FORKS,7
58204,ND,GRAND FORKS,GRAND FORKS AFB,7
58205,ND,GRAND FORKS,GRAND FORKS AFB,7
58206,ND,GRAND FORKS,GRAND FORKS,7
58207,ND,GRAND FORKS,GRAND FORKS,7
58208,ND,GRAND FORKS,GRAND FORKS,7
58210,ND,WALSH,ADAMS,7
58212,ND,NELSON,ANETA,7
58214,ND,GRAND FORKS,ARVILLA,7
58216,ND,PEMBINA,BATHGATE,7
58218,ND,TRAILL,BUXTON,7
58219,ND,TRAILL,CALEDONIA,7
58220,ND,PEMBINA,CAVALIER,7
58222,ND,PEMBINA,CRYSTAL,7
58223,ND,TRAILL,CUMMINGS,7
58224,ND,NELSON,DAHLEN,7
58225,ND,PEMBINA,DRAYTON,7
58227,ND,WALSH,EDINBURG,7
58228,ND,GRAND FORKS,EMERADO,7
58229,ND,WALSH,FAIRDALE,7
58230,ND,STEELE,FINLEY,7
58231,ND,WALSH,FORDVILLE,7
58233,ND,WALSH,FOREST RIVER,7
58235,ND,GRAND FORKS,GILBY,7
58236,ND,PEMBINA,GLASSTON,7
58237,ND,WALSH,GRAFTON,7
58238,ND,PEMBINA,HAMILTON,7
58239,ND,CAVALIER,HANNAH,7
58240,ND,TRAILL,HATTON,7
58241,ND,PEMBINA,HENSEL,7
58243,ND,WALSH,HOOPLE,7
58244,ND,GRAND FORKS,INKSTER,7
58249,ND,CAVALIER,LANGDON,7
58250,ND,WALSH,LANKIN,7
58251,ND,GRAND FORKS,LARIMORE,7
58254,ND,NELSON,MCVILLE,7
58256,ND,GRAND FORKS,MANVEL,7
58257,ND,TRAILL,MAYVILLE,7
58258,ND,GRAND FORKS,MEKINOCK,7
58259,ND,NELSON,MICHIGAN,7
58260,ND,CAVALIER,MILTON,7
58261,ND,WALSH,MINTO,7
58262,ND,PEMBINA,MOUNTAIN,7
58265,ND,PEMBINA,NECHE,7
58266,ND,GRAND FORKS,NIAGARA,7
58267,ND,GRAND FORKS,NORTHWOOD,7
58269,ND,CAVALIER,OSNABROCK,7
58270,ND,WALSH,PARK RIVER,7
58271,ND,PEMBINA,PEMBINA,7
58272,ND,NELSON,PETERSBURG,7
58273,ND,WALSH,PISEK,7
58274,ND,TRAILL,PORTLAND,7
58275,ND,GRAND FORKS,REYNOLDS,7
58276,ND,PEMBINA,SAINT THOMAS,7
58277,ND,STEELE,SHARON,7
58278,ND,GRAND FORKS,THOMPSON,7
58281,ND,CAVALIER,WALES,7
58282,ND,PEMBINA,WALHALLA,7
58301,ND,RAMSEY,DEVILS LAKE,7
58311,ND,CAVALIER,ALSEN,7
58313,ND,PIERCE,BALTA,7
58316,ND,ROLETTE,BELCOURT,7
58317,ND,TOWNER,BISBEE,7
58318,ND,BOTTINEAU,BOTTINEAU,7
58321,ND,RAMSEY,BROCKET,7
58323,ND,CAVALIER,CALVIN,7
58324,ND,TOWNER,CANDO,7
58325,ND,RAMSEY,CHURCHS FERRY,7
58327,ND,RAMSEY,CRARY,7
58329,ND,ROLETTE,DUNSEITH,7
58330,ND,RAMSEY,EDMORE,7
58331,ND,TOWNER,EGELAND,7
58332,ND,BENSON,ESMOND,7
58335,ND,BENSON,FORT TOTTEN,7
58338,ND,RAMSEY,HAMPDEN,7
58339,ND,TOWNER,HANSBORO,7
58341,ND,WELLS,HARVEY,7
58344,ND,NELSON,LAKOTA,7
58345,ND,RAMSEY,LAWTON,7
58346,ND,BENSON,LEEDS,7
58348,ND,BENSON,MADDOCK,7
58351,ND,BENSON,MINNEWAUKAN,7
58352,ND,CAVALIER,MUNICH,7
58353,ND,ROLETTE,MYLO,7
58355,ND,CAVALIER,NEKOMA,7
58356,ND,EDDY,NEW ROCKFORD,7
58357,ND,BENSON,OBERON,7
58361,ND,NELSON,PEKIN,7
58362,ND,RAMSEY,PENN,7
58363,ND,TOWNER,PERTH,7
58365,ND,TOWNER,ROCKLAKE,7
58366,ND,ROLETTE,ROLETTE,7
58367,ND,ROLETTE,ROLLA,7
58368,ND,PIERCE,RUGBY,7
58369,ND,ROLETTE,SAINT JOHN,7
58370,ND,BENSON,SAINT MICHAEL,7
58372,ND,CAVALIER,SARLES,7
58374,ND,EDDY,SHEYENNE,7
58377,ND,RAMSEY,STARKWEATHER,7
58380,ND,NELSON,TOLNA,7
58381,ND,BENSON,WARWICK,7
58382,ND,RAMSEY,WEBSTER,7
58384,ND,BOTTINEAU,WILLOW CITY,7
58385,ND,PIERCE,WOLFORD,7
58386,ND,BENSON,YORK,7
58401,ND,STUTSMAN,JAMESTOWN,7
58402,ND,STUTSMAN,JAMESTOWN,7
58405,ND,STUTSMAN,JAMESTOWN,7
58413,ND,MCINTOSH,ASHLEY,6A
58415,ND,LAMOURE,BERLIN,6A
58416,ND,GRIGGS,BINFORD,7
58418,ND,WELLS,BOWDON,7
58420,ND,STUTSMAN,BUCHANAN,7
58421,ND,FOSTER,CARRINGTON,7
58422,ND,WELLS,CATHAY,7
58424,ND,STUTSMAN,CLEVELAND,7
58425,ND,GRIGGS,COOPERSTOWN,7
58426,ND,STUTSMAN,COURTENAY,7
58428,ND,KIDDER,DAWSON,7
58429,ND,BARNES,DAZEY,7
58431,ND,LAMOURE,DICKEY,6A
58433,ND,LAMOURE,EDGELEY,6A
58436,ND,DICKEY,ELLENDALE,6A
58438,ND,WELLS,FESSENDEN,7
58439,ND,DICKEY,FORBES,6A
58440,ND,LOGAN,FREDONIA,6A
58441,ND,DICKEY,FULLERTON,6A
58442,ND,LOGAN,GACKLE,6A
58443,ND,FOSTER,GLENFIELD,7
58444,ND,SHERIDAN,GOODRICH,7
58445,ND,FOSTER,GRACE CITY,7
58448,ND,GRIGGS,HANNAFORD,7
58451,ND,WELLS,HURDSFIELD,7
58454,ND,LAMOURE,JUD,6A
58455,ND,STUTSMAN,KENSAL,7
58456,ND,LAMOURE,KULM,6A
58458,ND,LAMOURE,LAMOURE,6A
58460,ND,MCINTOSH,LEHR,6A
58461,ND,BARNES,LITCHVILLE,7
58463,ND,SHERIDAN,MCCLUSKY,7
58464,ND,FOSTER,MCHENRY,7
58466,ND,LAMOURE,MARION,6A
58467,ND,STUTSMAN,MEDINA,7
58472,ND,STUTSMAN,MONTPELIER,7
58474,ND,DICKEY,OAKES,6A
58475,ND,KIDDER,PETTIBONE,7
58476,ND,STUTSMAN,PINGREE,7
58477,ND,BURLEIGH,REGAN,6A
58478,ND,KIDDER,ROBINSON,7
58479,ND,BARNES,ROGERS,7
58480,ND,BARNES,SANBORN,7
58481,ND,BARNES,SPIRITWOOD,7
58482,ND,KIDDER,STEELE,7
58483,ND,STUTSMAN,STREETER,7
58484,ND,GRIGGS,SUTTON,7
58486,ND,WELLS,SYKESTON,7
58487,ND,KIDDER,TAPPEN,7
58488,ND,KIDDER,TUTTLE,7
58490,ND,LAMOURE,VERONA,6A
58492,ND,BARNES,WIMBLEDON,7
58494,ND,BURLEIGH,WING,6A
58495,ND,MCINTOSH,WISHEK,6A
58496,ND,STUTSMAN,WOODWORTH,7
58497,ND,STUTSMAN,YPSILANTI,7
58501,ND,BURLEIGH,BISMARCK,6A
58502,ND,BURLEIGH,BISMARCK,6A
58503,ND,BURLEIGH,BISMARCK,6A
58504,ND,BURLEIGH,BISMARCK,6A
58505,ND,BURLEIGH,BISMARCK,6A
58506,ND,BURLEIGH,BISMARCK,6A
58507,ND,BURLEIGH,BISMARCK,6A
58520,ND,MORTON,ALMONT,6A
58521,ND,BURLEIGH,BALDWIN,6A
58523,ND,MERCER,BEULAH,6A
58524,ND,EMMONS,BRADDOCK,6A
58528,ND,SIOUX,CANNON BALL,6A
58529,ND,GRANT,CARSON,6A
58530,ND,OLIVER,CENTER,6A
58531,ND,MCLEAN,COLEHARBOR,7
58532,ND,BURLEIGH,DRISCOLL,6A
58533,ND,GRANT,ELGIN,6A
58535,ND,MORTON,FLASHER,6A
58538,ND,SIOUX,FORT YATES,6A
58540,ND,MCLEAN,GARRISON,7
58541,ND,MERCER,GOLDEN VALLEY,6A
58542,ND,EMMONS,HAGUE,6A
58544,ND,EMMONS,HAZELTON,6A
58545,ND,MERCER,HAZEN,6A
58549,ND,EMMONS,KINTYRE,6A
58552,ND,EMMONS,LINTON,6A
58554,ND,MORTON,MANDAN,6A
58558,ND,BURLEIGH,MENOKEN,6A
58559,ND,MCLEAN,MERCER,7
58560,ND,BURLEIGH,MOFFIT,6A
58561,ND,LOGAN,NAPOLEON,6A
58562,ND,GRANT,NEW LEIPZIG,6A
58563,ND,MORTON,NEW SALEM,6A
58564,ND,GRANT,RALEIGH,6A
58565,ND,MCLEAN,RIVERDALE,7
58566,ND,MORTON,SAINT ANTHONY,6A
58568,ND,SIOUX,SELFRIDGE,6A
58569,ND,GRANT,SHIELDS,6A
58570,ND,SIOUX,SOLEN,6A
58571,ND,MERCER,STANTON,6A
58572,ND,BURLEIGH,STERLING,6A
58573,ND,EMMONS,STRASBURG,6A
58575,ND,MCLEAN,TURTLE LAKE,7
58576,ND,MCLEAN,UNDERWOOD,7
58577,ND,MCLEAN,WASHBURN,7
58579,ND,MCLEAN,WILTON,7
58580,ND,MERCER,ZAP,6A
58581,ND,MCINTOSH,ZEELAND,6A
58601,ND,STARK,DICKINSON,6A
58602,ND,STARK,DICKINSON,6A
58620,ND,SLOPE,AMIDON,6A
58621,ND,GOLDEN VALLEY,BEACH,6A
58622,ND,STARK,BELFIELD,6A
58623,ND,BOWMAN,BOWMAN,6A
58625,ND,DUNN,DODGE,6A
58626,ND,DUNN,DUNN CENTER,6A
58627,ND,BILLINGS,FAIRFIELD,6A
58630,ND,STARK,GLADSTONE,6A
58631,ND,MORTON,GLEN ULLIN,6A
58632,ND,GOLDEN VALLEY,GOLVA,6A
58634,ND,MCKENZIE,GRASSY BUTTE,6A
58636,ND,DUNN,HALLIDAY,6A
58638,ND,MORTON,HEBRON,6A
58639,ND,ADAMS,HETTINGER,6A
58640,ND,DUNN,KILLDEER,6A
58641,ND,STARK,LEFOR,6A
58642,ND,DUNN,MANNING,6A
58643,ND,SLOPE,MARMARTH,6A
58645,ND,BILLINGS,MEDORA,6A
58646,ND,HETTINGER,MOTT,6A
58647,ND,HETTINGER,NEW ENGLAND,6A
58649,ND,ADAMS,REEDER,6A
58650,ND,HETTINGER,REGENT,6A
58651,ND,BOWMAN,RHAME,6A
58652,ND,STARK,RICHARDTON,6A
58653,ND,BOWMAN,SCRANTON,6A
58654,ND,GOLDEN VALLEY,SENTINEL BUTTE,6A
58655,ND,STARK,SOUTH HEART,6A
58656,ND,STARK,TAYLOR,6A
58701,ND,WARD,MINOT,7
58702,ND,WARD,MINOT,7
58703,ND,WARD,MINOT,7
58704,ND,WARD,MINOT AFB,7
58705,ND,WARD,MINOT AFB,7
58707,ND,WARD,MINOT,7
58710,ND,MCHENRY,ANAMOOSE,7
58711,ND,BOTTINEAU,ANTLER,7
58712,ND,MCHENRY,BALFOUR,7
58716,ND,MCLEAN,BENEDICT,7
58718,ND,WARD,BERTHOLD,7
58721,ND,BURKE,BOWBELLS,7
58722,ND,WARD,BURLINGTON,7
58723,ND,MCLEAN,BUTTE,7
58725,ND,WARD,CARPIO,7
58727,ND,BURKE,COLUMBUS,7
58730,ND,DIVIDE,CROSBY,7
58731,ND,MCHENRY,DEERING,7
58733,ND,WARD,DES LACS,7
58734,ND,WARD,DONNYBROOK,7
58735,ND,WARD,DOUGLAS,7
58736,ND,MCHENRY,DRAKE,7
58737,ND,BURKE,FLAXTON,7
58740,ND,RENVILLE,GLENBURN,7
58741,ND,MCHENRY,GRANVILLE,7
58744,ND,MCHENRY,KARLSRUHE,7
58746,ND,WARD,KENMARE,7
58748,ND,BOTTINEAU,KRAMER,7
58750,ND,BOTTINEAU,LANSFORD,7
58752,ND,BURKE,LIGNITE,7
58755,ND,WILLIAMS,MCGREGOR,7
58756,ND,WARD,MAKOTI,7
58757,ND,MCKENZIE,MANDAREE,6A
58758,ND,SHERIDAN,MARTIN,7
58759,ND,MCLEAN,MAX,7
58760,ND,BOTTINEAU,MAXBASS,7
58761,ND,RENVILLE,MOHALL,7
58762,ND,BOTTINEAU,NEWBURG,7
58763,ND,MOUNTRAIL,NEW TOWN,7
58765,ND,DIVIDE,NOONAN,7
58768,ND,MCHENRY,NORWICH,7
58769,ND,MOUNTRAIL,PALERMO,7
58770,ND,MOUNTRAIL,PARSHALL,7
58771,ND,MOUNTRAIL,PLAZA,7
58772,ND,BURKE,PORTAL,7
58773,ND,BURKE,POWERS LAKE,7
58775,ND,MCLEAN,ROSEGLEN,7
58776,ND,MOUNTRAIL,ROSS,7
58778,ND,MCLEAN,RUSO,7
58779,ND,WARD,RYDER,7
58781,ND,WARD,SAWYER,7
58782,ND,RENVILLE,SHERWOOD,7
58783,ND,BOTTINEAU,SOURIS,7
58784,ND,MOUNTRAIL,STANLEY,7
58785,ND,WARD,SURREY,7
58787,ND,RENVILLE,TOLLEY,7
58788,ND,MCHENRY,TOWNER,7
58789,ND,MCHENRY,UPHAM,7
58790,ND,MCHENRY,VELVA,7
58792,ND,MCHENRY,VOLTAIRE,7
58793,ND,BOTTINEAU,WESTHOPE,7
58794,ND,MOUNTRAIL,WHITE EARTH,7
58795,ND,WILLIAMS,WILDROSE,7
58801,ND,WILLIAMS,WILLISTON,7
58802,ND,WILLIAMS,WILLISTON,7
58830,ND,WILLIAMS,ALAMO,7
58831,ND,MCKENZIE,ALEXANDER,6A
58833,ND,DIVIDE,AMBROSE,7
58835,ND,MCKENZIE,ARNEGARD,6A
58838,ND,MCKENZIE,CARTWRIGHT,6A
58843,ND,WILLIAMS,EPPING,7
58844,ND,DIVIDE,FORTUNA,7
58845,ND,WILLIAMS,GRENORA,7
58847,ND,MCKENZIE,KEENE,6A
58849,ND,WILLIAMS,RAY,7
58852,ND,WILLIAMS,TIOGA,7
58853,ND,WILLIAMS,TRENTON,7
58854,ND,MCKENZIE,WATFORD CITY,6A
58856,ND,WILLIAMS,ZAHL,7
59001,MT,STILLWATER,ABSAROKEE,6B
59002,MT,YELLOWSTONE,ACTON,6B
59003,MT,ROSEBUD,ASHLAND,6B
59006,MT,YELLOWSTONE,BALLANTINE,6B
59007,MT,CARBON,BEARCREEK,6B
59008,MT,CARBON,BELFRY,6B
59010,MT,TREASURE,BIGHORN,6B
59011,MT,SWEET GRASS,BIG TIMBER,6B
59012,MT,ROSEBUD,BIRNEY,6B
59013,MT,CARBON,BOYD,6B
59014,MT,CARBON,BRIDGER,6B
59015,MT,YELLOWSTONE,BROADVIEW,6B
59016,MT,BIG HORN,BUSBY,6B
59018,MT,PARK,CLYDE PARK,6B
59019,MT,STILLWATER,COLUMBUS,6B
59020,MT,PARK,COOKE CITY,6B
59022,MT,BIG HORN,CROW AGENCY,6B
59024,MT,YELLOWSTONE,CUSTER,6B
59025,MT,BIG HORN,DECKER,6B
59026,MT,CARBON,EDGAR,6B
59027,MT,PARK,EMIGRANT,6B
59028,MT,STILLWATER,FISHTAIL,6B
59029,MT,CARBON,FROMBERG,6B
59030,MT,PARK,GARDINER,6B
59031,MT,BIG HORN,GARRYOWEN,6B
59032,MT,FERGUS,GRASS RANGE,6B
59033,MT,SWEET GRASS,GREYCLIFF,6B
59034,MT,BIG HORN,HARDIN,6B
59035,MT,BIG HORN,FORT SMITH,6B
59036,MT,WHEATLAND,HARLOWTON,6B
59037,MT,YELLOWSTONE,HUNTLEY,6B
59038,MT,TREASURE,HYSHAM,6B
59039,MT,ROSEBUD,INGOMAR,6B
59041,MT,CARBON,JOLIET,6B
59043,MT,ROSEBUD,LAME DEER,6B
59044,MT,YELLOWSTONE,LAUREL,6B
59046,MT,GOLDEN VALLEY,LAVINA,6B
59047,MT,PARK,LIVINGSTON,6B
59050,MT,BIG HORN,LODGE GRASS,6B
59052,MT,SWEET GRASS,MC LEOD,6B
59053,MT,MEAGHER,MARTINSDALE,6B
59054,MT,MUSSELSHELL,MELSTONE,6B
59057,MT,YELLOWSTONE,MOLT,6B
59058,MT,GARFIELD,MOSBY,6B
59059,MT,MUSSELSHELL,MUSSELSHELL,6B
59061,MT,STILLWATER,NYE,6B
59062,MT,POWDER RIVER,OTTER,6B
59063,MT,STILLWATER,PARK CITY,6B
59064,MT,YELLOWSTONE,POMPEYS PILLAR,6B
59065,MT,PARK,PRAY,6B
59066,MT,BIG HORN,PRYOR,6B
59067,MT,STILLWATER,RAPELJE,6B
59068,MT,CARBON,RED LODGE,6B
59069,MT,STILLWATER,REED POINT,6B
59070,MT,CARBON,ROBERTS,6B
59071,MT,CARBON,ROSCOE,6B
59072,MT,MUSSELSHELL,ROUNDUP,6B
59074,MT,GOLDEN VALLEY,RYEGATE,6B
59075,MT,BIG HORN,SAINT XAVIER,6B
59078,MT,WHEATLAND,SHAWMUT,6B
59079,MT,YELLOWSTONE,SHEPHERD,6B
59081,MT,PARK,SILVER GATE,6B
59085,MT,WHEATLAND,TWO DOT,6B
59086,MT,PARK,WILSALL,6B
59087,MT,PETROLEUM,WINNETT,6B
59088,MT,YELLOWSTONE,WORDEN,6B
59101,MT,YELLOWSTONE,BILLINGS,6B
59102,MT,YELLOWSTONE,BILLINGS,6B
59103,MT,YELLOWSTONE,BILLINGS,6B
59104,MT,YELLOWSTONE,BILLINGS,6B
59105,MT,YELLOWSTONE,BILLINGS,6B
59106,MT,YELLOWSTONE,BILLINGS,6B
59107,MT,YELLOWSTONE,BILLINGS,6B
59108,MT,YELLOWSTONE,BILLINGS,6B
59116,MT,YELLOWSTONE,BILLINGS,6B
59117,MT,YELLOWSTONE,BILLINGS,6B
59201,MT,ROOSEVELT,WOLF POINT,6B
59211,MT,SHERIDAN,ANTELOPE,6B
59212,MT,ROOSEVELT,BAINVILLE,6B
59213,MT,ROOSEVELT,BROCKTON,6B
59215,MT,MCCONE,CIRCLE,6B
59217,MT,RICHLAND,CRANE,6B
59218,MT,ROOSEVELT,CULBERTSON,6B
59219,MT,SHERIDAN,DAGMAR,6B
59221,MT,RICHLAND,FAIRVIEW,6B
59222,MT,DANIELS,FLAXVILLE,6B
59223,MT,VALLEY,FORT PECK,6B
59225,MT,VALLEY,FRAZER,6B
59226,MT,ROOSEVELT,FROID,6B
59230,MT,VALLEY,GLASGOW,6B
59231,MT,VALLEY,SAINT MARIE,6B
59241,MT,VALLEY,HINSDALE,6B
59242,MT,SHERIDAN,HOMESTEAD,6B
59243,MT,RICHLAND,LAMBERT,6B
59244,MT,VALLEY,LARSLAN,6B
59247,MT,SHERIDAN,MEDICINE LAKE,6B
59248,MT,VALLEY,NASHUA,6B
59250,MT,VALLEY,OPHEIM,6B
59252,MT,SHERIDAN,OUTLOOK,6B
59253,MT,DANIELS,PEERLESS,6B
59254,MT,SHERIDAN,PLENTYWOOD,6B
59255,MT,ROOSEVELT,POPLAR,6B
59256,MT,SHERIDAN,RAYMOND,6B
59257,MT,SHERIDAN,REDSTONE,6B
59258,MT,SHERIDAN,RESERVE,6B
59259,MT,DAWSON,RICHEY,6B
59260,MT,VALLEY,RICHLAND,6B
59261,MT,PHILLIPS,SACO,6B
59262,MT,RICHLAND,SAVAGE,6B
59263,MT,DANIELS,SCOBEY,6B
