zipcode,statecode,county,city_town,climate Zone
02482,MA,NORFOLK,WELLESLEY,5A
02492,MA,NORFOLK,NEEDHAM,5A
02493,MA,MIDDLESEX,WESTON,5A
02494,MA,NORFOLK,NEEDHAM HEIGHTS,5A
02532,MA,BARNSTABLE,BUZZARDS BAY,5A
02534,MA,BARNSTABLE,CATAUMET,5A
02535,MA,DUKES,CHILMARK,5A
02536,MA,BARNSTABLE,EAST FALMOUTH,5A
02537,MA,BARNSTABLE,EAST SANDWICH,5A
02538,MA,PLYMOUTH,EAST WAREHAM,5A
02539,MA,DUKES,EDGARTOWN,5A
02540,MA,BARNSTABLE,FALMOUTH,5A
02541,MA,BARNSTABLE,FALMOUTH,5A
02542,MA,BARNSTABLE,BUZZARDS BAY,5A
02543,MA,BARNSTABLE,WOODS HOLE,5A
02552,MA,DUKES,MENEMSHA,5A
02553,MA,BARNSTABLE,MONUMENT BEACH,5A
02554,MA,NANTUCKET,NANTUCKET,5A
02556,MA,BARNSTABLE,NORTH FALMOUTH,5A
02557,MA,DUKES,OAK BLUFFS,5A
02558,MA,PLYMOUTH,ONSET,5A
02559,MA,BARNSTABLE,POCASSET,5A
02561,MA,BARNSTABLE,SAGAMORE,5A
02562,MA,BARNSTABLE,SAGAMORE BEACH,5A
02563,MA,BARNSTABLE,SANDWICH,5A
02564,MA,NANTUCKET,SIASCONSET,5A
02568,MA,DUKES,VINEYARD HAVEN,5A
02571,MA,PLYMOUTH,WAREHAM,5A
02574,MA,BARNSTABLE,WEST FALMOUTH,5A
02575,MA,DUKES,WEST TISBURY,5A
02576,MA,PLYMOUTH,WEST WAREHAM,5A
02584,MA,NANTUCKET,NANTUCKET,5A
02601,MA,BARNSTABLE,HYANNIS,5A
02630,MA,BARNSTABLE,BARNSTABLE,5A
02631,MA,BARNSTABLE,BREWSTER,5A
02632,MA,BARNSTABLE,CENTERVILLE,5A
02633,MA,BARNSTABLE,CHATHAM,5A
02634,MA,BARNSTABLE,CENTERVILLE,5A
02635,MA,BARNSTABLE,COTUIT,5A
02637,MA,BARNSTABLE,CUMMAQUID,5A
02638,MA,BARNSTABLE,DENNIS,5A
02639,MA,BARNSTABLE,DENNIS PORT,5A
02641,MA,BARNSTABLE,EAST DENNIS,5A
02642,MA,BARNSTABLE,EASTHAM,5A
02643,MA,BARNSTABLE,EAST ORLEANS,5A
02644,MA,BARNSTABLE,FORESTDALE,5A
02645,MA,BARNSTABLE,HARWICH,5A
02646,MA,BARNSTABLE,HARWICH PORT,5A
02647,MA,BARNSTABLE,HYANNIS PORT,5A
02648,MA,BARNSTABLE,MARSTONS MILLS,5A
02649,MA,BARNSTABLE,MASHPEE,5A
02650,MA,BARNSTABLE,NORTH CHATHAM,5A
02651,MA,BARNSTABLE,NORTH EASTHAM,5A
02652,MA,BARNSTABLE,NORTH TRURO,5A
02653,MA,BARNSTABLE,ORLEANS,5A
02655,MA,BARNSTABLE,OSTERVILLE,5A
02657,MA,BARNSTABLE,PROVINCETOWN,5A
02659,MA,BARNSTABLE,SOUTH CHATHAM,5A
02660,MA,BARNSTABLE,SOUTH DENNIS,5A
02661,MA,BARNSTABLE,SOUTH HARWICH,5A
02662,MA,BARNSTABLE,SOUTH ORLEANS,5A
02663,MA,BARNSTABLE,SOUTH WELLFLEET,5A
02664,MA,BARNSTABLE,SOUTH YARMOUTH,5A
02666,MA,BARNSTABLE,TRURO,5A
02667,MA,BARNSTABLE,WELLFLEET,5A
02668,MA,BARNSTABLE,WEST BARNSTABLE,5A
02669,MA,BARNSTABLE,WEST CHATHAM,5A
02670,MA,BARNSTABLE,WEST DENNIS,5A
02671,MA,BARNSTABLE,WEST HARWICH,5A
02672,MA,BARNSTABLE,WEST HYANNISPORT,5A
02673,MA,BARNSTABLE,WEST YARMOUTH,5A
02675,MA,BARNSTABLE,YARMOUTH PORT,5A
02702,MA,BRISTOL,ASSONET,5A
02703,MA,BRISTOL,ATTLEBORO,5A
02712,MA,BRISTOL,CHARTLEY,5A
02713,MA,DUKES,CUTTYHUNK,5A
02714,MA,BRISTOL,DARTMOUTH,5A
02715,MA,BRISTOL,DIGHTON,5A
02717,MA,BRISTOL,EAST FREETOWN,5A
02718,MA,BRISTOL,EAST TAUNTON,5A
02719,MA,BRISTOL,FAIRHAVEN,5A
02720,MA,BRISTOL,FALL RIVER,5A
02721,MA,BRISTOL,FALL RIVER,5A
02722,MA,BRISTOL,FALL RIVER,5A
02723,MA,BRISTOL,FALL RIVER,5A
02724,MA,BRISTOL,FALL RIVER,5A
02725,MA,BRISTOL,SOMERSET,5A
02726,MA,BRISTOL,SOMERSET,5A
02738,MA,PLYMOUTH,MARION,5A
02739,MA,PLYMOUTH,MATTAPOISETT,5A
02740,MA,BRISTOL,NEW BEDFORD,5A
02741,MA,BRISTOL,NEW BEDFORD,5A
02742,MA,BRISTOL,NEW BEDFORD,5A
02743,MA,BRISTOL,ACUSHNET,5A
02744,MA,BRISTOL,NEW BEDFORD,5A
02745,MA,BRISTOL,NEW BEDFORD,5A
02746,MA,BRISTOL,NEW BEDFORD,5A
02747,MA,BRISTOL,NORTH DARTMOUTH,5A
02748,MA,BRISTOL,SOUTH DARTMOUTH,5A
02760,MA,BRISTOL,NORTH ATTLEBORO,5A
02761,MA,BRISTOL,NORTH ATTLEBORO,5A
02762,MA,NORFOLK,PLAINVILLE,5A
02763,MA,BRISTOL,ATTLEBORO FALLS,5A
02764,MA,BRISTOL,NORTH DIGHTON,5A
02766,MA,BRISTOL,NORTON,5A
02767,MA,BRISTOL,RAYNHAM,5A
02768,MA,BRISTOL,RAYNHAM CENTER,5A
02769,MA,BRISTOL,REHOBOTH,5A
02770,MA,PLYMOUTH,ROCHESTER,5A
02771,MA,BRISTOL,SEEKONK,5A
02777,MA,BRISTOL,SWANSEA,5A
02779,MA,BRISTOL,BERKLEY,5A
02780,MA,BRISTOL,TAUNTON,5A
02790,MA,BRISTOL,WESTPORT,5A
02791,MA,BRISTOL,WESTPORT POINT,5A
02801,RI,NEWPORT,ADAMSVILLE,5A
02802,RI,PROVIDENCE,ALBION,5A
02804,RI,WASHINGTON,ASHAWAY,5A
02806,RI,BRISTOL,BARRINGTON,5A
02807,RI,WASHINGTON,BLOCK ISLAND,5A
02808,RI,WASHINGTON,BRADFORD,5A
02809,RI,BRISTOL,BRISTOL,5A
02812,RI,WASHINGTON,CAROLINA,5A
02813,RI,WASHINGTON,CHARLESTOWN,5A
02814,RI,PROVIDENCE,CHEPACHET,5A
02815,RI,PROVIDENCE,CLAYVILLE,5A
02816,RI,KENT,COVENTRY,5A
02817,RI,KENT,WEST GREENWICH,5A
02818,RI,KENT,EAST GREENWICH,5A
02822,RI,WASHINGTON,EXETER,5A
02823,RI,PROVIDENCE,FISKEVILLE,5A
02824,RI,PROVIDENCE,FORESTDALE,5A
02825,RI,PROVIDENCE,FOSTER,5A
02826,RI,PROVIDENCE,GLENDALE,5A
02827,RI,KENT,GREENE,5A
02828,RI,PROVIDENCE,GREENVILLE,5A
02829,RI,PROVIDENCE,HARMONY,5A
02830,RI,PROVIDENCE,HARRISVILLE,5A
02831,RI,PROVIDENCE,HOPE,5A
02832,RI,WASHINGTON,HOPE VALLEY,5A
02833,RI,WASHINGTON,HOPKINTON,5A
02835,RI,NEWPORT,JAMESTOWN,5A
02836,RI,WASHINGTON,KENYON,5A
02837,RI,NEWPORT,LITTLE COMPTON,5A
02838,RI,PROVIDENCE,MANVILLE,5A
02839,RI,PROVIDENCE,MAPLEVILLE,5A
02840,RI,NEWPORT,NEWPORT,5A
02841,RI,NEWPORT,NEWPORT,5A
02842,RI,NEWPORT,MIDDLETOWN,5A
02852,RI,WASHINGTON,NORTH KINGSTOWN,5A
02857,RI,PROVIDENCE,NORTH SCITUATE,5A
02858,RI,PROVIDENCE,OAKLAND,5A
02859,RI,PROVIDENCE,PASCOAG,5A
02860,RI,PROVIDENCE,PAWTUCKET,5A
02861,RI,PROVIDENCE,PAWTUCKET,5A
02862,RI,PROVIDENCE,PAWTUCKET,5A
02863,RI,PROVIDENCE,CENTRAL FALLS,5A
02864,RI,PROVIDENCE,CUMBERLAND,5A
02865,RI,PROVIDENCE,LINCOLN,5A
02871,RI,NEWPORT,PORTSMOUTH,5A
02872,RI,BRISTOL,PRUDENCE ISLAND,5A
02873,RI,WASHINGTON,ROCKVILLE,5A
02874,RI,WASHINGTON,SAUNDERSTOWN,5A
02875,RI,WASHINGTON,SHANNOCK,5A
02876,RI,PROVIDENCE,SLATERSVILLE,5A
02877,RI,WASHINGTON,SLOCUM,5A
02878,RI,NEWPORT,TIVERTON,5A
02879,RI,WASHINGTON,WAKEFIELD,5A
02880,RI,WASHINGTON,WAKEFIELD,5A
02881,RI,WASHINGTON,KINGSTON,5A
02882,RI,WASHINGTON,NARRAGANSETT,5A
02883,RI,WASHINGTON,PEACE DALE,5A
02885,RI,BRISTOL,WARREN,5A
02886,RI,KENT,WARWICK,5A
02887,RI,KENT,WARWICK,5A
02888,RI,KENT,WARWICK,5A
02889,RI,KENT,WARWICK,5A
02891,RI,WASHINGTON,WESTERLY,5A
02892,RI,WASHINGTON,WEST KINGSTON,5A
02893,RI,KENT,WEST WARWICK,5A
02894,RI,WASHINGTON,WOOD RIVER JUNCTION,5A
02895,RI,PROVIDENCE,WOONSOCKET,5A
02896,RI,PROVIDENCE,NORTH SMITHFIELD,5A
02898,RI,WASHINGTON,WYOMING,5A
02901,RI,PROVIDENCE,PROVIDENCE,5A
02902,RI,PROVIDENCE,PROVIDENCE,5A
02903,RI,PROVIDENCE,PROVIDENCE,5A
02904,RI,PROVIDENCE,PROVIDENCE,5A
02905,RI,PROVIDENCE,PROVIDENCE,5A
02906,RI,PROVIDENCE,PROVIDENCE,5A
02907,RI,PROVIDENCE,PROVIDENCE,5A
02908,RI,PROVIDENCE,PROVIDENCE,5A
02909,RI,PROVIDENCE,PROVIDENCE,5A
02910,RI,PROVIDENCE,CRANSTON,5A
02911,RI,PROVIDENCE,NORTH PROVIDENCE,5A
02912,RI,PROVIDENCE,PROVIDENCE,5A
02914,RI,PROVIDENCE,EAST PROVIDENCE,5A
02915,RI,PROVIDENCE,RIVERSIDE,5A
02916,RI,PROVIDENCE,RUMFORD,5A
02917,RI,PROVIDENCE,SMITHFIELD,5A
02918,RI,PROVIDENCE,PROVIDENCE,5A
02919,RI,PROVIDENCE,JOHNSTON,5A
02920,RI,PROVIDENCE,CRANSTON,5A
02921,RI,PROVIDENCE,CRANSTON,5A
02940,RI,PROVIDENCE,PROVIDENCE,5A
03031,NH,HILLSBOROUGH,AMHERST,5A
03032,NH,ROCKINGHAM,AUBURN,5A
03033,NH,HILLSBOROUGH,BROOKLINE,5A
03034,NH,ROCKINGHAM,CANDIA,5A
03036,NH,ROCKINGHAM,CHESTER,5A
03037,NH,ROCKINGHAM,DEERFIELD,5A
03038,NH,ROCKINGHAM,DERRY,5A
03041,NH,ROCKINGHAM,EAST DERRY,5A
03042,NH,ROCKINGHAM,EPPING,5A
03043,NH,HILLSBOROUGH,FRANCESTOWN,5A
03044,NH,ROCKINGHAM,FREMONT,5A
03045,NH,HILLSBOROUGH,GOFFSTOWN,5A
03046,NH,MERRIMACK,DUNBARTON,6A
03047,NH,HILLSBOROUGH,GREENFIELD,5A
03048,NH,HILLSBOROUGH,GREENVILLE,5A
03049,NH,HILLSBOROUGH,HOLLIS,5A
03051,NH,HILLSBOROUGH,HUDSON,5A
03052,NH,HILLSBOROUGH,LITCHFIELD,5A
03053,NH,ROCKINGHAM,LONDONDERRY,5A
03054,NH,HILLSBOROUGH,MERRIMACK,5A
03055,NH,HILLSBOROUGH,MILFORD,5A
03057,NH,HILLSBOROUGH,MONT VERNON,5A
03060,NH,HILLSBOROUGH,NASHUA,5A
03061,NH,HILLSBOROUGH,NASHUA,5A
03062,NH,HILLSBOROUGH,NASHUA,5A
03063,NH,HILLSBOROUGH,NASHUA,5A
03064,NH,HILLSBOROUGH,NASHUA,5A
03070,NH,HILLSBOROUGH,NEW BOSTON,5A
03071,NH,HILLSBOROUGH,NEW IPSWICH,5A
03073,NH,ROCKINGHAM,NORTH SALEM,5A
03076,NH,HILLSBOROUGH,PELHAM,5A
03077,NH,ROCKINGHAM,RAYMOND,5A
03079,NH,ROCKINGHAM,SALEM,5A
03082,NH,HILLSBOROUGH,LYNDEBOROUGH,5A
03084,NH,HILLSBOROUGH,TEMPLE,5A
03086,NH,HILLSBOROUGH,WILTON,5A
03087,NH,ROCKINGHAM,WINDHAM,5A
03101,NH,HILLSBOROUGH,MANCHESTER,5A
03102,NH,HILLSBOROUGH,MANCHESTER,5A
03103,NH,HILLSBOROUGH,MANCHESTER,5A
03104,NH,HILLSBOROUGH,MANCHESTER,5A
03105,NH,HILLSBOROUGH,MANCHESTER,5A
03106,NH,MERRIMACK,HOOKSETT,6A
03108,NH,HILLSBOROUGH,MANCHESTER,5A
03109,NH,HILLSBOROUGH,MANCHESTER,5A
03110,NH,HILLSBOROUGH,BEDFORD,5A
03111,NH,HILLSBOROUGH,MANCHESTER,5A
03215,NH,GRAFTON,WATERVILLE VALLEY,6A
03216,NH,MERRIMACK,ANDOVER,6A
03217,NH,GRAFTON,ASHLAND,6A
03218,NH,BELKNAP,BARNSTEAD,6A
03220,NH,BELKNAP,BELMONT,6A
03221,NH,MERRIMACK,BRADFORD,6A
03222,NH,GRAFTON,BRISTOL,6A
03223,NH,GRAFTON,CAMPTON,6A
03224,NH,MERRIMACK,CANTERBURY,6A
03225,NH,BELKNAP,CENTER BARNSTEAD,6A
03226,NH,BELKNAP,CENTER HARBOR,6A
03227,NH,CARROLL,CENTER SANDWICH,6A
03229,NH,MERRIMACK,CONTOOCOOK,6A
03230,NH,MERRIMACK,DANBURY,6A
03231,NH,MERRIMACK,EAST ANDOVER,6A
03233,NH,MERRIMACK,ELKINS,6A
03234,NH,MERRIMACK,EPSOM,6A
03235,NH,MERRIMACK,FRANKLIN,6A
03237,NH,BELKNAP,GILMANTON,6A
03240,NH,GRAFTON,GRAFTON,6A
03241,NH,GRAFTON,HEBRON,6A
03242,NH,MERRIMACK,HENNIKER,6A
03243,NH,MERRIMACK,HILL,6A
03244,NH,HILLSBOROUGH,HILLSBOROUGH,5A
03245,NH,GRAFTON,HOLDERNESS,6A
03246,NH,BELKNAP,LACONIA,6A
03247,NH,BELKNAP,LACONIA,6A
03249,NH,BELKNAP,GILFORD,6A
03251,NH,GRAFTON,LINCOLN,6A
03252,NH,BELKNAP,LOCHMERE,6A
03253,NH,BELKNAP,MEREDITH,6A
03254,NH,CARROLL,MOULTONBOROUGH,6A
03255,NH,MERRIMACK,NEWBURY,6A
03256,NH,BELKNAP,NEW HAMPTON,6A
03257,NH,MERRIMACK,NEW LONDON,6A
03258,NH,MERRIMACK,CHICHESTER,6A
03259,NH,CARROLL,NORTH SANDWICH,6A
03260,NH,MERRIMACK,NORTH SUTTON,6A
03261,NH,ROCKINGHAM,NORTHWOOD,5A
03262,NH,GRAFTON,NORTH WOODSTOCK,6A
03263,NH,MERRIMACK,PITTSFIELD,6A
03264,NH,GRAFTON,PLYMOUTH,6A
03266,NH,GRAFTON,RUMNEY,6A
03268,NH,MERRIMACK,SALISBURY,6A
03269,NH,BELKNAP,SANBORNTON,6A
03272,NH,MERRIMACK,SOUTH NEWBURY,6A
03273,NH,MERRIMACK,SOUTH SUTTON,6A
03275,NH,MERRIMACK,SUNCOOK,6A
03276,NH,BELKNAP,TILTON,6A
03278,NH,MERRIMACK,WARNER,6A
03279,NH,GRAFTON,WARREN,6A
03280,NH,SULLIVAN,WASHINGTON,6A
03281,NH,HILLSBOROUGH,WEARE,5A
03282,NH,GRAFTON,WENTWORTH,6A
03284,NH,SULLIVAN,SPRINGFIELD,6A
03285,NH,GRAFTON,THORNTON,6A
03287,NH,MERRIMACK,WILMOT,6A
03289,NH,BELKNAP,WINNISQUAM,6A
03290,NH,ROCKINGHAM,NOTTINGHAM,5A
03291,NH,ROCKINGHAM,WEST NOTTINGHAM,5A
03293,NH,GRAFTON,WOODSTOCK,6A
03301,NH,MERRIMACK,CONCORD,6A
03302,NH,MERRIMACK,CONCORD,6A
03303,NH,MERRIMACK,CONCORD,6A
03304,NH,MERRIMACK,BOW,6A
03307,NH,MERRIMACK,LOUDON,6A
03431,NH,CHESHIRE,KEENE,5A
03435,NH,CHESHIRE,KEENE,5A
03440,NH,HILLSBOROUGH,ANTRIM,5A
03441,NH,CHESHIRE,ASHUELOT,5A
03442,NH,HILLSBOROUGH,BENNINGTON,5A
03443,NH,CHESHIRE,CHESTERFIELD,5A
03444,NH,CHESHIRE,DUBLIN,5A
03445,NH,CHESHIRE,SULLIVAN,5A
03446,NH,CHESHIRE,SWANZEY,5A
03447,NH,CHESHIRE,FITZWILLIAM,5A
03448,NH,CHESHIRE,GILSUM,5A
03449,NH,HILLSBOROUGH,HANCOCK,5A
03450,NH,CHESHIRE,HARRISVILLE,5A
03451,NH,CHESHIRE,HINSDALE,5A
03452,NH,CHESHIRE,JAFFREY,5A
03455,NH,CHESHIRE,MARLBOROUGH,5A
03456,NH,CHESHIRE,MARLOW,5A
03457,NH,CHESHIRE,NELSON,5A
03458,NH,HILLSBOROUGH,PETERBOROUGH,5A
03461,NH,CHESHIRE,RINDGE,5A
03462,NH,CHESHIRE,SPOFFORD,5A
03464,NH,CHESHIRE,STODDARD,5A
03465,NH,CHESHIRE,TROY,5A
03466,NH,CHESHIRE,WEST CHESTERFIELD,5A
03467,NH,CHESHIRE,WESTMORELAND,5A
03468,NH,HILLSBOROUGH,WEST PETERBOROUGH,5A
03469,NH,CHESHIRE,WEST SWANZEY,5A
03470,NH,CHESHIRE,WINCHESTER,5A
03561,NH,GRAFTON,LITTLETON,6A
03570,NH,COOS,BERLIN,6A
03574,NH,GRAFTON,BETHLEHEM,6A
03575,NH,COOS,BRETTON WOODS,6A
03576,NH,COOS,COLEBROOK,6A
03579,NH,COOS,ERROL,6A
03580,NH,GRAFTON,FRANCONIA,6A
03581,NH,COOS,GORHAM,6A
03582,NH,COOS,GROVETON,6A
03583,NH,COOS,JEFFERSON,6A
03584,NH,COOS,LANCASTER,6A
03585,NH,GRAFTON,LISBON,6A
03586,NH,GRAFTON,SUGAR HILL,6A
03588,NH,COOS,MILAN,6A
03589,NH,COOS,MOUNT WASHINGTON,6A
03590,NH,COOS,NORTH STRATFORD,6A
03592,NH,COOS,PITTSBURG,6A
03593,NH,COOS,RANDOLPH,6A
03595,NH,COOS,TWIN MOUNTAIN,6A
03597,NH,COOS,WEST STEWARTSTOWN,6A
03598,NH,COOS,WHITEFIELD,6A
03601,NH,SULLIVAN,ACWORTH,6A
03602,NH,CHESHIRE,ALSTEAD,5A
03603,NH,SULLIVAN,CHARLESTOWN,6A
03604,NH,CHESHIRE,DREWSVILLE,5A
03605,NH,SULLIVAN,LEMPSTER,6A
03607,NH,SULLIVAN,SOUTH ACWORTH,6A
03608,NH,CHESHIRE,WALPOLE,5A
03609,NH,CHESHIRE,NORTH WALPOLE,5A
03740,NH,GRAFTON,BATH,6A
03741,NH,GRAFTON,CANAAN,6A
03743,NH,SULLIVAN,CLAREMONT,6A
03745,NH,SULLIVAN,CORNISH,6A
03746,NH,SULLIVAN,CORNISH FLAT,6A
03748,NH,GRAFTON,ENFIELD,6A
03749,NH,GRAFTON,ENFIELD CENTER,6A
03750,NH,GRAFTON,ETNA,6A
03751,NH,SULLIVAN,GEORGES MILLS,6A
03752,NH,SULLIVAN,GOSHEN,6A
03753,NH,SULLIVAN,GRANTHAM,6A
03754,NH,SULLIVAN,GUILD,6A
03755,NH,GRAFTON,HANOVER,6A
03756,NH,GRAFTON,LEBANON,6A
03765,NH,GRAFTON,HAVERHILL,6A
03766,NH,GRAFTON,LEBANON,6A
03768,NH,GRAFTON,LYME,6A
03769,NH,GRAFTON,LYME CENTER,6A
03770,NH,SULLIVAN,MERIDEN,6A
03771,NH,GRAFTON,MONROE,6A
03773,NH,SULLIVAN,NEWPORT,6A
03774,NH,GRAFTON,NORTH HAVERHILL,6A
03777,NH,GRAFTON,ORFORD,6A
03779,NH,GRAFTON,PIERMONT,6A
03780,NH,GRAFTON,PIKE,6A
03781,NH,SULLIVAN,PLAINFIELD,6A
03782,NH,SULLIVAN,SUNAPEE,6A
03784,NH,GRAFTON,WEST LEBANON,6A
03785,NH,GRAFTON,WOODSVILLE,6A
03801,NH,ROCKINGHAM,PORTSMOUTH,5A
03802,NH,ROCKINGHAM,PORTSMOUTH,5A
03804,NH,ROCKINGHAM,PORTSMOUTH,5A
03809,NH,BELKNAP,ALTON,6A
03810,NH,BELKNAP,ALTON BAY,6A
03811,NH,ROCKINGHAM,ATKINSON,5A
03812,NH,CARROLL,BARTLETT,6A
03813,NH,CARROLL,CENTER CONWAY,6A
03814,NH,CARROLL,CENTER OSSIPEE,6A
03815,NH,STRAFFORD,CENTER STRAFFORD,5A
03816,NH,CARROLL,CENTER TUFTONBORO,6A
03817,NH,CARROLL,CHOCORUA,6A
03818,NH,CARROLL,CONWAY,6A
03819,NH,ROCKINGHAM,DANVILLE,5A
03820,NH,STRAFFORD,DOVER,5A
03821,NH,STRAFFORD,DOVER,5A
03823,NH,STRAFFORD,MADBURY,5A
03824,NH,STRAFFORD,DURHAM,5A
03825,NH,STRAFFORD,BARRINGTON,5A
03826,NH,ROCKINGHAM,EAST HAMPSTEAD,5A
03827,NH,ROCKINGHAM,EAST KINGSTON,5A
03830,NH,CARROLL,EAST WAKEFIELD,6A
03832,NH,CARROLL,EATON CENTER,6A
03833,NH,ROCKINGHAM,EXETER,5A
03835,NH,STRAFFORD,FARMINGTON,5A
03836,NH,CARROLL,FREEDOM,6A
03837,NH,BELKNAP,GILMANTON IRON WORKS,6A
03838,NH,CARROLL,GLEN,6A
03839,NH,STRAFFORD,ROCHESTER,5A
03840,NH,ROCKINGHAM,GREENLAND,5A
03841,NH,ROCKINGHAM,HAMPSTEAD,5A
03842,NH,ROCKINGHAM,HAMPTON,5A
03843,NH,ROCKINGHAM,HAMPTON,5A
03844,NH,ROCKINGHAM,HAMPTON FALLS,5A
03845,NH,CARROLL,INTERVALE,6A
03846,NH,CARROLL,JACKSON,6A
03847,NH,CARROLL,KEARSARGE,6A
03848,NH,ROCKINGHAM,KINGSTON,5A
03849,NH,CARROLL,MADISON,6A
03850,NH,CARROLL,MELVIN VILLAGE,6A
03851,NH,STRAFFORD,MILTON,5A
03852,NH,STRAFFORD,MILTON MILLS,5A
03853,NH,CARROLL,MIRROR LAKE,6A
03854,NH,ROCKINGHAM,NEW CASTLE,5A
03855,NH,STRAFFORD,NEW DURHAM,5A
03856,NH,ROCKINGHAM,NEWFIELDS,5A
03857,NH,ROCKINGHAM,NEWMARKET,5A
03858,NH,ROCKINGHAM,NEWTON,5A
03859,NH,ROCKINGHAM,NEWTON JUNCTION,5A
03860,NH,CARROLL,NORTH CONWAY,6A
03861,NH,STRAFFORD,LEE,5A
03862,NH,ROCKINGHAM,NORTH HAMPTON,5A
03864,NH,CARROLL,OSSIPEE,6A
03865,NH,ROCKINGHAM,PLAISTOW,5A
03866,NH,STRAFFORD,ROCHESTER,5A
03867,NH,STRAFFORD,ROCHESTER,5A
03868,NH,STRAFFORD,ROCHESTER,5A
03869,NH,STRAFFORD,ROLLINSFORD,5A
03870,NH,ROCKINGHAM,RYE,5A
03871,NH,ROCKINGHAM,RYE BEACH,5A
03872,NH,CARROLL,SANBORNVILLE,6A
03873,NH,ROCKINGHAM,SANDOWN,5A
03874,NH,ROCKINGHAM,SEABROOK,5A
03875,NH,CARROLL,SILVER LAKE,6A
03878,NH,STRAFFORD,SOMERSWORTH,5A
03882,NH,CARROLL,EFFINGHAM,6A
03883,NH,CARROLL,SOUTH TAMWORTH,6A
03884,NH,STRAFFORD,STRAFFORD,5A
03885,NH,ROCKINGHAM,STRATHAM,5A
03886,NH,CARROLL,TAMWORTH,6A
03887,NH,CARROLL,UNION,6A
03890,NH,CARROLL,WEST OSSIPEE,6A
03894,NH,CARROLL,WOLFEBORO,6A
03896,NH,CARROLL,WOLFEBORO FALLS,6A
03897,NH,CARROLL,WONALANCET,6A
03901,ME,YORK,BERWICK,6A
03902,ME,YORK,CAPE NEDDICK,6A
03903,ME,YORK,ELIOT,6A
03904,ME,YORK,KITTERY,6A
03905,ME,YORK,KITTERY POINT,6A
03906,ME,YORK,NORTH BERWICK,6A
03907,ME,YORK,OGUNQUIT,6A
03908,ME,YORK,SOUTH BERWICK,6A
03909,ME,YORK,YORK,6A
03910,ME,YORK,YORK BEACH,6A
03911,ME,YORK,YORK HARBOR,6A
04001,ME,YORK,ACTON,6A
04002,ME,YORK,ALFRED,6A
04003,ME,CUMBERLAND,BAILEY ISLAND,6A
04004,ME,YORK,BAR MILLS,6A
04005,ME,YORK,BIDDEFORD,6A
04006,ME,YORK,BIDDEFORD POOL,6A
04008,ME,SAGADAHOC,BOWDOINHAM,6A
04009,ME,CUMBERLAND,BRIDGTON,6A
04010,ME,OXFORD,BROWNFIELD,6A
04011,ME,CUMBERLAND,BRUNSWICK,6A
04013,ME,CUMBERLAND,BUSTINS ISLAND,6A
04014,ME,YORK,CAPE PORPOISE,6A
04015,ME,CUMBERLAND,CASCO,6A
04016,ME,OXFORD,CENTER LOVELL,6A
04017,ME,CUMBERLAND,CHEBEAGUE ISLAND,6A
04019,ME,CUMBERLAND,CLIFF ISLAND,6A
04020,ME,YORK,CORNISH,6A
04021,ME,CUMBERLAND,CUMBERLAND CENTER,6A
04022,ME,OXFORD,DENMARK,6A
04024,ME,CUMBERLAND,EAST BALDWIN,6A
04027,ME,YORK,LEBANON,6A
04028,ME,YORK,EAST PARSONSFIELD,6A
04029,ME,CUMBERLAND,SEBAGO,6A
04030,ME,YORK,EAST WATERBORO,6A
04032,ME,CUMBERLAND,FREEPORT,6A
04033,ME,CUMBERLAND,FREEPORT,6A
04034,ME,CUMBERLAND,FREEPORT,6A
04037,ME,OXFORD,FRYEBURG,6A
04038,ME,CUMBERLAND,GORHAM,6A
04039,ME,CUMBERLAND,GRAY,6A
04040,ME,CUMBERLAND,HARRISON,6A
04041,ME,OXFORD,HIRAM,6A
04042,ME,YORK,HOLLIS CENTER,6A
04043,ME,YORK,KENNEBUNK,6A
04046,ME,YORK,KENNEBUNKPORT,6A
04047,ME,YORK,PARSONSFIELD,6A
04048,ME,YORK,LIMERICK,6A
04049,ME,YORK,LIMINGTON,6A
04050,ME,CUMBERLAND,LONG ISLAND,6A
04051,ME,OXFORD,LOVELL,6A
04054,ME,YORK,MOODY,6A
04055,ME,CUMBERLAND,NAPLES,6A
04056,ME,YORK,NEWFIELD,6A
04057,ME,CUMBERLAND,NORTH BRIDGTON,6A
04061,ME,YORK,NORTH WATERBORO,6A
04062,ME,CUMBERLAND,WINDHAM,6A
04063,ME,YORK,OCEAN PARK,6A
04064,ME,YORK,OLD ORCHARD BEACH,6A
04066,ME,CUMBERLAND,ORRS ISLAND,6A
04068,ME,OXFORD,PORTER,6A
04069,ME,CUMBERLAND,POWNAL,6A
04070,ME,CUMBERLAND,SCARBOROUGH,6A
04071,ME,CUMBERLAND,RAYMOND,6A
04072,ME,YORK,SACO,6A
04073,ME,YORK,SANFORD,6A
04074,ME,CUMBERLAND,SCARBOROUGH,6A
04076,ME,YORK,SHAPLEIGH,6A
04077,ME,CUMBERLAND,SOUTH CASCO,6A
04078,ME,CUMBERLAND,SOUTH FREEPORT,6A
04079,ME,CUMBERLAND,HARPSWELL,6A
04082,ME,CUMBERLAND,SOUTH WINDHAM,6A
04083,ME,YORK,SPRINGVALE,6A
04084,ME,CUMBERLAND,STANDISH,6A
04085,ME,CUMBERLAND,STEEP FALLS,6A
04086,ME,SAGADAHOC,TOPSHAM,6A
